@type|@id|@lat|@lon|addr:city|addr:housenumber|addr:postcode|addr:street|addr:place|name|brand
way|316147573|52.6889958|15.0692709|Bogdaniec|56A|66-450|Adama Mickiewicza||Delikatesy Centrum|Delikatesy Centrum
way|316543248|51.4477428|20.4771437|Drzewica|1|26-340|Kolejowa||Delikatesy Centrum|
way|316631741|51.8375567|19.4424281|Zgierz|40|95-100|Chełmska||Delikatesy Centrum|Delikatesy Centrum
way|316761352|49.5857540|21.8245199|Klimkówka|160A||Zdrojowa||Delikatesy Centrum|
way|316765810|50.1134497|22.0551382||71A|36-002||Jasionka|Delikatesy Centrum|Delikatesy Centrum
way|317729592|49.5659499|22.0743484|Nowosielce|85||Heleny Gniewosz||Delikatesy Centrum|
way|318469759|51.6427782|22.9043384|Parczew|54a|21-200|11 Listopada||Delikatesy Centrum|Delikatesy Centrum
way|319700318|51.2617324|15.5609989|Bolesławiec|22|59-700|Bolesława Kubika||Delikatesy Centrum|Delikatesy Centrum
way|321408299|50.0495542|19.6466727|Rybna|24|32-061|Aleksandry Polańskiej||Delikatesy Centrum|
way|322002766|50.2658904|21.8594479||||||Delikatesy Centrum|Delikatesy Centrum
way|323305734|52.0028750|16.1692636|Mochy|1|64-234|Wolsztyńska||Delikatesy Centrum|
way|323534907|50.3016054|19.4418936|Krze|1a|32-329|Główna||Delikatesy Centrum|
way|324891691|49.5519884|20.9839126||230|33-332||Florynka|Delikatesy Centrum|Delikatesy Centrum
way|325220262|49.8707388|22.1820770||320|36-067||Harta|Delikatesy Centrum|
way|326730025|53.0384253|16.4635007|Trzcianka|15|64-980|Generała Władysława Sikorskiego||Delikatesy Centrum|Delikatesy Centrum
way|327151681|54.2513033|23.1796157|Puńsk||16-515|||Delikatesy Centrum|Delikatesy Centrum
way|327861672|53.1420561|14.8926455|Pyrzyce|9|74-200|1 Maja||Delikatesy Centrum|Delikatesy Centrum
way|327907865|49.4736077|19.6386251||||||Delikatesy Centrum|
way|328526337|50.1904309|20.2978896|Proszowice|7|32-100|Kolejowa||Delikatesy Centrum|
way|329262529|50.2455426|21.7795308|Kolbuszowa|8|36-100|11 Listopada||Delikatesy Centrum|Delikatesy Centrum
way|329435419|51.7386113|19.8141276|Koluszki|2|95-040|Łódzka||Delikatesy Centrum|
way|330296455|51.7819732|23.2168584|Wisznice|16|21-580|Józefa Ignacego Kraszewskiego||Delikatesy Centrum|Delikatesy Centrum
way|333960354|49.6098332|20.7163896|Nowy Sącz|59a|33-300|Jeremiego Wiśniowieckiego||Delikatesy Centrum|Delikatesy Centrum
way|335610605|53.9358985|18.3299612|Zblewo|2|83-210|Kościerska||Delikatesy Centrum|
way|336701251|49.8033547|18.6006932|Pogwizdów|4|43-418|Katowicka||Delikatesy Centrum|
way|336701252|49.8555862|18.6293166|Kończyce Małe|48|43-410|Jagiellońska||Delikatesy Centrum|Delikatesy Centrum
way|336701993|49.2929573|19.9648416|Zakopane|44||Jagiellońska||Delikatesy Centrum|
way|338664795|50.5635993|20.0521063|Sędziszów|27|28-340|Dworcowa||Delikatesy Centrum|Delikatesy Centrum
way|340670956|51.1087160|20.7578329|Bliżyn|1B|26-120|Szydłowiecka||Delikatesy Centrum|
way|341764402|50.1378954|18.8676619|Łaziska Górne|2|43-173|Kardynała Stefana Wyszyńskiego||Delikatesy Centrum|
way|341848899|49.8755836|20.0400292||392|32-410||Brzączowice|Delikatesy Centrum|Delikatesy Centrum
way|342685069|52.8802801|16.0152717||||||Delikatesy Centrum|
way|343075197|49.6299852|20.6585713|Chełmiec|35|33-395|Limanowska||Delikatesy Centrum|
way|343135065|49.4662143|22.3334187|Lesko|36|38-600|Unii Brzeskiej||Delikatesy Centrum|
way|343457270|51.1992593|16.1427083|Legnica|2|59-220|Jana Kilińskiego||Delikatesy Centrum|
way|343990629|52.4951986|14.6532812|Górzyca|5a||Kostrzyńska||Delikatesy Centrum|Delikatesy Centrum
way|345362852|49.6767410|20.0853698||||||Delikatesy Centrum|Delikatesy Centrum
way|348385686|50.0081151|21.9531401|Rzeszów|95||Beskidzka||Delikatesy Centrum|Delikatesy Centrum
way|349785122|50.0434248|22.0921392||134|36-007||Krasne|Delikatesy Centrum|Delikatesy Centrum
way|350144411|50.2402534|18.2994127|Dziergowice|7a|47-244|Raciborska||Delikatesy Centrum|Delikatesy Centrum
way|350217277|53.2534206|14.4992341|Gryfino|66a|74-100|Zygmunta Krasińskiego||Delikatesy Centrum|
way|351973897|49.9583468|19.7287635||||||Delikatesy Centrum|Delikatesy Centrum
way|353009124|50.6787346|19.2146812|Poraj|2A|42-360|Armii Krajowej||Delikatesy Centrum|Delikatesy Centrum
way|353480731|52.6749798|14.8933235|Witnica|17|66-460|Generała Władysława Sikorskiego||Delikatesy Centrum|Delikatesy Centrum
way|353500588|52.5485765|19.6951159|Płock|37||Aleja Stanisława Jachowicza||Delikatesy Centrum|Delikatesy Centrum
way|354682477|50.0199311|22.8922981||153D|37-543||Laszki|Delikatesy Centrum|Delikatesy Centrum
way|356074582|50.0433222|22.5533696||28|37-200||Mirocin|Delikatesy Centrum|
way|356611363|50.3937139|21.0415723||||||Delikatesy Centrum|
way|357274696|50.3591930|20.0364657|Miechów|17|32-200|Marii Konopnickiej||Delikatesy Centrum|Delikatesy Centrum
way|357653751|51.2043238|19.4974599|Kamieńsk|9|97-360|Plac Wolności||Delikatesy Centrum|Delikatesy Centrum
way|358342738|51.7897903|15.7196378|Nowa Sól|2|67-100|Głogowska||Delikatesy Centrum|Delikatesy Centrum
way|361629134|50.0784218|22.0346404||817|36-001||Trzebownisko|Delikatesy Centrum|Delikatesy Centrum
way|362330456|51.1346006|23.4984718|Chełm|11|22-100|11 Listopada||Delikatesy Centrum|Delikatesy Centrum
way|362504830|51.1200672|23.2436978|Rejowiec Fabryczny|1c|22-170|Parkowa||Delikatesy Centrum|
way|362609251|49.9040951|22.5105287|Pruchnik|27|37-560|Księdza Bronisława Markiewicza||Delikatesy Centrum|Delikatesy Centrum
way|362745660|50.0982776|21.9560381|Rudna Mała|387|36-060||Rudna Mała|Delikatesy Centrum|Delikatesy Centrum
way|364226314|50.4680442|19.6609581||36|42-436||Zarzecze|Delikatesy Centrum|Delikatesy Centrum
way|364644896|49.6058572|19.1162216||||||Delikatesy Centrum|Delikatesy Centrum
way|365841924|50.8179910|23.5533780|Grabowiec|1|22-425|Jatkowa||Delikatesy Centrum|
way|366277511|50.9730865|15.3823649|Mirsk|3|59-630|Bohaterów znad Nysy||Delikatesy Centrum|
way|366573066|50.0428630|21.5903428|Ropczyce|317|39-100|3 Maja||Delikatesy Centrum|
way|366809501|50.8943039|24.0485830|Horodło|3|22-523|Rynek||Delikatesy Centrum|Delikatesy Centrum
way|367427129|49.6436509|20.5051224||367|34-604||Przyszowa|Delikatesy Centrum|
way|367552319|50.9429988|14.9177639|Bogatynia|3|59-916|Parkowa||Delikatesy Centrum|Delikatesy Centrum
way|367560501|50.4126490|23.2238594|Susiec|3|22-672|Piwna||Delikatesy Centrum|
way|367884620|50.6523516|23.3691703|Łabunie|5a|22-437|Parkowa||Delikatesy Centrum|Delikatesy Centrum
way|368001415|49.5566580|19.0879369|Milówka|112|34-360|Jana Kazimierza||Delikatesy Centrum|Delikatesy Centrum
way|369215496|51.5417921|15.7568951|Przemków|4c|59-170|Rybna||Delikatesy Centrum|
way|371559116|50.0459110|18.4549589|Radlin|193|44-310|Księdza Kardynała Bolesława Kominka||Delikatesy Centrum|Delikatesy Centrum
way|371853186|49.7307647|21.5792646||381|38-204||Tarnowiec|Delikatesy Centrum|
way|374588051|50.6165444|23.6974868|Tyszowce|7|22-630|Rynek||Delikatesy Centrum|
way|376337131|54.2696333|18.6101839||||||Delikatesy Centrum|Delikatesy Centrum
way|376502886|52.3879650|20.1930177|Wyszogród|10a|09-450|Niepodległości||Delikatesy Centrum|Delikatesy Centrum
way|376898956|52.5815753|22.7382164|Grodzisk|8|17-315|Marii Konopnickiej||Delikatesy Centrum|Delikatesy Centrum
way|377676293|49.6308619|20.6673873|Nowy Sącz|8a|33-300|Marcinkowicka||Delikatesy Centrum|
way|378181878|49.9074962|19.2102237|Nowa Wieś|5|32-651|Dworska||Delikatesy Centrum|Delikatesy Centrum
way|378389976|49.7188022|18.6591492||||||Delikatesy Centrum|
way|379390589|49.6093494|19.1261199||||||Delikatesy Centrum|Delikatesy Centrum
way|380105686|49.5717611|19.0486614||||||Delikatesy Centrum|Delikatesy Centrum
way|380105981|49.5670712|19.0303798|Kamesznica|331|34-383|Górna||Delikatesy Centrum|Delikatesy Centrum
way|383304628|51.9354769|15.5021976|Zielona Góra|1|65-410|Fabryczna||Delikatesy Centrum|Delikatesy Centrum
way|383543274|52.8579851|17.9429362|Barcin|47|88-190|4 Stycznia||Delikatesy Centrum|Delikatesy Centrum
way|385021675|49.5575453|20.4367829||599|33-390|Kościelna|Łącko|Delikatesy Centrum|
way|385560138|49.6471286|21.8116781|Łężany|25|38-423|Księdza Bronisława Markiewicza||Delikatesy Centrum|
way|388304656|49.9037807|19.4836486|Tomice|73|34-100|Wadowicka||Delikatesy Centrum|
way|388775531|49.6165126|19.3510227||||||Delikatesy Centrum|Delikatesy Centrum
way|388938618|51.6168857|21.9292270|Ryki|15b|08-500|Juliusza Słowackiego||Delikatesy Centrum|Delikatesy Centrum
way|390618308|49.8324432|19.3687843|Sułkowice|53A|34-125|Racławicka||Delikatesy Centrum|
way|391947420|51.1582267|21.6564902|Lipsko||27-300|||Delikatesy Centrum|Delikatesy Centrum
way|392157758|50.8181924|18.1610660|Bierdzany|31|46-046|Starowiejska||Delikatesy Centrum|Delikatesy Centrum
way|392183806|49.8114548|19.7790447||||||Delikatesy Centrum|Delikatesy Centrum
way|392252354|49.8434697|19.8019086|Sułkowice|5|32-440|1 Maja||Delikatesy Centrum|Delikatesy Centrum
way|392347737|50.1784909|20.9796977|Dąbrowa Tarnowska|28a||Grunwaldzka||Delikatesy Centrum|
way|392926181|49.6459146|19.1474690|Radziechowy|20|34-381|Główna||Delikatesy Centrum|Delikatesy Centrum
way|393065287|49.7865834|20.1174511||||||Delikatesy Centrum|
way|394512477|49.8773633|20.1043011|Dobczyce|2|32-410|Marwin||Delikatesy Centrum|Delikatesy Centrum
way|395455526|49.9565714|20.1497047||||||Delikatesy Centrum|Delikatesy Centrum
way|396141464|49.9444156|22.8274266|Radymno|9A|37-550||Osiedle Władysława Jagiełły|Delikatesy Centrum|
way|396762313|49.9746500|20.2990835||506|32-015||Targowisko|Delikatesy Centrum|
way|396804154|51.6192827|15.3030532|Żagań|47|68-100|Osiedle na Górce||Delikatesy Centrum|Delikatesy Centrum
way|397408718|50.9007878|14.9654838|Bogatynia|5a|59-920|Żołnierzy II Armii Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
way|397544076|52.1398238|16.2739394|Rakoniewice|1A|62-067|Grodziska||Delikatesy Centrum|
way|397956588|49.9014308|22.6411192||28|37-562||Rokietnica|Delikatesy Centrum|Delikatesy Centrum
way|398511974|51.1482054|16.0454669|Krotoszyce|32|59-223|Piastowska||Delikatesy Centrum|Delikatesy Centrum
way|400785078|49.5186597|22.2596753|Zagórz|37|38-540|Wolności||Delikatesy Centrum|Delikatesy Centrum
way|401389156|49.7747145|22.2081406||235A|36-245||Nozdrzec|Delikatesy Centrum|
way|401599854|51.0264660|15.0623603|Zawidów|2|59-970|Marii Skłodowskiej-Curie||Delikatesy Centrum|Delikatesy Centrum
way|401999639|49.6335937|21.8210453|Miejsce Piastowe|10|38-430|Handlowa||Delikatesy Centrum|
way|402352665|49.5864218|21.9578227|Besko|11|38-524|Bieszczadzka||Delikatesy Centrum|Delikatesy Centrum
way|402910378|49.5533892|21.6881586||||||Delikatesy Centrum|Delikatesy Centrum
way|404489004|50.1688127|20.5762110|Koszyce|10|32-130|Elżbiety Łokietkówny||Delikatesy Centrum|Delikatesy Centrum
way|405063618|51.0647738|15.3764868|Olszyna|12a|59-830|Wolności||Delikatesy Centrum|
way|405417201|50.9148313|15.5734598|Stara Kamienica|3|58-512|Izerska||Delikatesy Centrum|Delikatesy Centrum
way|405606359|49.7663309|21.4220487|Jasło|108b||Adama Mickiewicza||Delikatesy Centrum|Delikatesy Centrum
way|405609280|49.7419322|21.4745191|Jasło|21B||Jana Kochanowskiego||Delikatesy Centrum|
way|405609296|49.7380532|21.4690467|Jasło|3||Krzysztofa Kamila Baczyńskiego||Delikatesy Centrum|
way|407700668|50.0136862|21.7522342||67|39-124||Wiercany|Delikatesy Centrum|
way|411046216|52.1382542|15.9997441|Siedlec|13|64-212|Zbąszyńska||Delikatesy Centrum|
way|413087217|52.6003271|15.8901608|Międzychód|45|64-400|Marszałka Józefa Piłsudskiego||Delikatesy Centrum|Delikatesy Centrum
way|413730629|52.1869358|22.9338378||23A|08-205||Nowa Kornica|Delikatesy Centrum|Delikatesy Centrum
way|413749576|52.1156505|16.1258478|Wolsztyn|9A|64-200|Garbarska||Delikatesy Centrum|
way|414147193|50.4078723|21.7541021|Nowa Dęba|2B|39-460|Bieszczadzka||Delikatesy Centrum|Delikatesy Centrum
way|418408706|50.8245529|17.7434146|Popielów|1|46-090|Dworcowa||Delikatesy Centrum|Delikatesy Centrum
way|419205615|51.2865563|17.8989369||||||Delikatesy Centrum|Delikatesy Centrum
way|419800749|51.0521374|20.4049109||110|26-212||Smyków|Delikatesy Centrum|
way|421956861|50.3308834|22.1382721||275|36-053||Kamień|Delikatesy Centrum|Delikatesy Centrum
way|424333377|51.6025040|16.8578360|Rawicz|3|63-900|Andrzeja Kmicica||Delikatesy Centrum|
way|425254313|50.8731315|17.9772021|Zagwiździe|2|46-030|Lipowa||Delikatesy Centrum|
way|425894989|50.7951305|19.0420103|Częstochowa|4|42-280|Spółdzielczości||Delikatesy Centrum|Delikatesy Centrum
way|426104408|52.6924958|22.0587896||||||Delikatesy Centrum|Delikatesy Centrum
way|428423357|49.6965753|21.7487549|Krosno|1|38-400|Tysiąclecia||Delikatesy Centrum|
way|429429571|49.7607354|21.5926028||311|38-203||Szebnie|Delikatesy Centrum|
way|429536787|50.9104543|21.4411748|Bodzechów|26|27-420|Kolejowa||Delikatesy Centrum|Delikatesy Centrum
way|430231513|50.0164161|20.8623863||852|33-122||Wierzchosławice|Delikatesy Centrum|Delikatesy Centrum
way|432179912|50.7899572|18.0629208|Jełowa|34|46-024|Dworcowa||Delikatesy Centrum|Delikatesy Centrum
way|432182367|51.0344317|21.0658050|Starachowice|8|27-200|Aleja Świętego Jana Pawła II||Delikatesy Centrum|Delikatesy Centrum
way|434804379|51.7976434|19.4428555|Łódź|1B|91-323|Pojezierska||Delikatesy Centrum|Delikatesy Centrum
way|435374142|49.3694195|22.4194425||||||Delikatesy Centrum|Delikatesy Centrum
way|439187452|50.5295907|21.2047672|Rytwiany|11|28-236|Armii Krajowej||Delikatesy Centrum|Delikatesy Centrum
way|439343316|50.5588855|21.1789534||||||Delikatesy Centrum|Delikatesy Centrum
way|439709254|50.5642373|21.5262724||||||Delikatesy Centrum|
way|440231146|53.9058260|17.9230897|Karsin|1|83-440|Świerkowa||Delikatesy Centrum|Delikatesy Centrum
way|440516917|49.6025604|20.4930233||477|34-606||Łukowica|Delikatesy Centrum|Delikatesy Centrum
way|440667102|50.6667426|17.9031466||||||Delikatesy Centrum|
way|440673860|50.7372903|21.7913838||||||Delikatesy Centrum|
way|445198671|51.1351906|20.1079670|Fałków|2b|26-260|Spacerowa||Delikatesy Centrum|Delikatesy Centrum
way|445283240|50.6271606|19.8142008|Szczekociny|26|42-445|Śląska||Delikatesy Centrum|
way|448969075|52.1667673|15.8353902|Babimost|1;12|66-110|Lotnicza||Delikatesy Centrum|Delikatesy Centrum
way|450362486|50.8825290|18.7517290|Panki|2a|42-140|Częstochowska||Delikatesy Centrum|Delikatesy Centrum
way|451269110|52.5764758|15.6700290||55c||Główna||Delikatesy Centrum|Delikatesy Centrum
way|452513841|49.9673416|20.7180034||115|32-852||Wola Dębińska|Delikatesy Centrum|
way|452920714|50.9307887|18.8594819|Waleńczów|1|42-151|Częstochowska||Delikatesy Centrum|Delikatesy Centrum
way|458876577|49.9698391|19.3735056|Piotrowice||32-641|Andrychowska||Delikatesy Centrum|Delikatesy Centrum
way|462952554|49.9939837|19.5154399|Spytkowice|20|34-116|Krakowska||Delikatesy Centrum|Delikatesy Centrum
way|467195303|51.7894129|19.3168227||||||Delikatesy Centrum|
way|473335331|49.9711979|20.9907476||72c|33-112||Nowodworze|Delikatesy Centrum|
way|474390407|49.5778804|20.5987726||||||Delikatesy Centrum|
way|475278396|49.7710573|20.2315216||275|||Jodłownik|Delikatesy Centrum|Delikatesy Centrum
way|478346173|51.7889385|18.4967980|Goszczanów|46|98-215|Kaliska||Delikatesy Centrum|Delikatesy Centrum
way|484444036|49.6819848|21.4594497||180|38-220||Dębowiec|Delikatesy Centrum|
way|488337984|53.3227365|21.5235088||||||Delikatesy Centrum|Delikatesy Centrum
way|493476023|50.4426902|20.1397303||1||Rynek||Delikatesy Centrum|Delikatesy Centrum
way|494478881|51.6391248|17.7623503|Topola Mała|1|63-400|Gorzycka||Delikatesy Centrum|Delikatesy Centrum
way|496588057|51.0352240|18.9262647||||||Delikatesy Centrum|Delikatesy Centrum
way|499489710|50.1171959|20.6354045||||||Delikatesy Centrum|
way|505581183|50.4541426|21.0745980||||||Delikatesy Centrum|Delikatesy Centrum
way|506719800|49.9927226|22.7364700|Munina|133|37-500|3 Maja||Delikatesy Centrum|Delikatesy Centrum
way|512958132|51.7980588|18.3410267||||||Delikatesy Centrum|Delikatesy Centrum
way|513018338|52.6463538|16.0862708|Sieraków|40B|64-410|Poznańska||Delikatesy Centrum|Delikatesy Centrum
way|515496763|50.2361802|22.4451846||146|37-300||Wierzawice|Delikatesy Centrum|
way|520869674|52.0696435|17.3588593|Chocicza|19|63-041|Śremska||Delikatesy Centrum|Delikatesy Centrum
way|530449354|52.8500779|19.6704092|Sierpc|41|09-200|Płocka||Delikatesy Centrum|Delikatesy Centrum
way|532383848|51.9168278|16.1857128|Wijewo|9|64-150|Wincentego Witosa||Delikatesy Centrum|
way|532560565|49.9733965|18.2481117||||||Delikatesy Centrum|
way|532874109|51.7051496|17.9875470|Nowe Skalmierzyce|1L|63-460|Podkocka||Delikatesy Centrum|
way|536427103|52.9045216|16.5696772|Czarnków|31|64-700|Generała Władysława Sikorskiego||Delikatesy Centrum|Delikatesy Centrum
way|538976366|51.3695266|20.0407308|Mniszków|5|26-341|Piotrkowska||Delikatesy Centrum|
way|539446442|49.8775082|21.3047034||||||Delikatesy Centrum|Delikatesy Centrum
way|540394286|52.5927929|22.1465521|Kosów Lacki|8|08-330|Pańska||Delikatesy Centrum|Delikatesy Centrum
way|540395396|50.0129034|21.1531574||78D|33-152||Pogórska Wola|Delikatesy Centrum|Delikatesy Centrum
way|542817806|49.6589890|19.1716332||||||Delikatesy Centrum|Delikatesy Centrum
way|542976967|49.7571077|21.1647577||396|38-323||Rożnowice|Delikatesy Centrum|Delikatesy Centrum
way|547473832|52.8487734|16.5239722|Lubasz|33F|64-720|Bolesława Chrobrego||Delikatesy Centrum|Delikatesy Centrum
way|550437960|49.7398030|21.4853635||||||Delikatesy Centrum|Delikatesy Centrum
way|566920685|50.2402284|20.7185194|Podskale|62|28-520|Krakowska||Delikatesy Centrum|Delikatesy Centrum
way|568719501|49.7151775|19.2378691||||||Delikatesy Centrum|Delikatesy Centrum
way|572596226|51.8575907|23.1365444|Rossosz|87|21-533|Batalionów Chłopskich||Delikatesy Centrum|
way|573548813|49.5736012|22.1503026|Zabłotce||38-500|||Delikatesy Centrum|
way|577490980|52.2644359|18.0082546||||||Delikatesy Centrum|
way|590867855|53.6246322|21.8268314||||||Delikatesy Centrum|Delikatesy Centrum
way|622367952|52.2104909|21.3904872||56B|05-074||Wielgolas Brzeziński|Delikatesy Centrum|Delikatesy Centrum
way|622909287|50.0531752|21.9474723||79||Dębicka||Delikatesy Centrum|
way|623920173|50.0720780|21.8961897||350c|36-072||Świlcza|Delikatesy Centrum|Delikatesy Centrum
way|625639264|53.8985808|17.9346490||||||Delikatesy Centrum|Delikatesy Centrum
way|633497042|52.3330732|19.8562281|Sanniki|2 A|09-540|Topolowa||Delikatesy Centrum|Delikatesy Centrum
way|637488753|49.8322017|18.6538110|Kończyce Wielkie||43-416|Księdza Olszaka||Delikatesy Centrum|Delikatesy Centrum
way|637489362|50.4482716|20.5897936||||||Delikatesy Centrum|
way|655201593|49.9243687|20.9448548||518|33-171||Pleśna|Delikatesy Centrum|
way|655403858|54.1699917|19.4021839|Elbląg|28|82-300|Gwiezdna||Delikatesy Centrum|Delikatesy Centrum
way|656195853|50.4579126|20.7264112|Busko-Zdrój|38|28-100|Profesora Józefa Wacława Grotta||Delikatesy Centrum|Delikatesy Centrum
way|660580201|50.5566386|21.1641594||||||Delikatesy Centrum|Delikatesy Centrum
way|660753379|49.9434698|22.6781261||260|37-561||Chłopice|Delikatesy Centrum|Delikatesy Centrum
way|671211317|49.7382327|18.7013920|Bażanowice|46|43-440|Cieszyńska||Delikatesy Centrum|Delikatesy Centrum
way|673051883|50.0624138|21.2471032|Czarna|1|39-215|Stanisława Konarskiego||Delikatesy Centrum|Delikatesy Centrum
way|679329402|49.9141387|18.4909841|Godów|11a|44-340|1 Maja||Delikatesy Centrum|Delikatesy Centrum
way|679992472|51.5255124|20.0040973|Tomaszów Mazowiecki|1-3|97-200|Rolna||Delikatesy Centrum|
way|682063062|50.6470549|21.2562639|Bogoria|14|28-210|Staszowska||Delikatesy Centrum|Delikatesy Centrum
way|684992596|49.9935802|20.7606265||345|32-828||Biadoliny Radłowskie|Delikatesy Centrum|Delikatesy Centrum
way|685641597|50.0094998|20.4299957||548|32-742||Proszówki|Delikatesy Centrum|Delikatesy Centrum
way|702113639|50.9700105|18.7275892||||||Delikatesy Centrum|Delikatesy Centrum
way|706606780|49.7493081|20.6308516||334|33-314||Łososina Dolna|Delikatesy Centrum|Delikatesy Centrum
way|707001609|51.3121705|21.2506681||||||Delikatesy Centrum|Delikatesy Centrum
way|711241920|49.6325381|21.7852206||||||Delikatesy Centrum|
way|715313005|50.2570465|22.3069576||||||Delikatesy Centrum|Delikatesy Centrum
way|740760711|51.1911637|21.0317246||61|||Mirów Stary|Delikatesy Centrum|Delikatesy Centrum
way|755325489|50.0676880|20.7097203||563B|32-825||Borzęcin|Delikatesy Centrum|Delikatesy Centrum
way|758686766|50.3886256|23.4373724|Bełżec|16|22-670|Zamojska||Delikatesy Centrum|Delikatesy Centrum
way|759701716|50.2200092|19.9780437|Iwanowice Włościańskie|8|32-095|Jurajska||Delikatesy Centrum|Delikatesy Centrum
way|762519981|49.6583968|21.7498946|Głowienka|12|38-455|Świętego Jana||Delikatesy Centrum|
way|768851302|50.2922557|21.7455977||230D|36-105||Cmolas|Delikatesy Centrum|Delikatesy Centrum
way|783085967|50.3183570|20.4022199||||||Delikatesy Centrum|Delikatesy Centrum
way|788818369|49.8190771|21.3945006||||||Delikatesy Centrum|Delikatesy Centrum
way|805311238|49.6434005|19.1786367||||||Delikatesy Centrum|Delikatesy Centrum
way|809266190|50.0590640|22.4778493|Przeworsk|101|37-200||Osiedle Jana III Sobieskiego|Delikatesy Centrum|Delikatesy Centrum
way|809633071|50.0646533|22.4915936||||||Delikatesy Centrum|Delikatesy Centrum
way|812416417|50.0513620|22.5009485||||||Delikatesy Centrum|Delikatesy Centrum
way|813240822|49.8665580|21.6397912||229A|38-124||Wiśniowa|Delikatesy Centrum|Delikatesy Centrum
way|823969804|54.2662851|21.0168245|Sępopol|6A|11-210|Bolesława Prusa||Delikatesy Centrum|
way|825383765|50.0341303|19.7530407|Liszki|5|32-060|Oświęcimska||Delikatesy Centrum|Delikatesy Centrum
way|832897740|51.3465371|22.9052164||25A|21-075||Ludwin-Kolonia|Delikatesy Centrum|Delikatesy Centrum
way|834649255|50.1983234|18.5784277|Wilcza|16D|44-189|Karola Miarki||Delikatesy Centrum|Delikatesy Centrum
way|837784556|52.0754368|19.6568709||||||Delikatesy Centrum|Delikatesy Centrum
way|838353383|51.7256359|19.6372142|Andrespol|128B|95-020|Rokicińska||Delikatesy Centrum|Delikatesy Centrum
way|841317711|50.8921434|19.3341782|Rzerzęczyce|77|42-270|Skrzydlowska||Delikatesy Centrum|Delikatesy Centrum
way|841333839|50.8870328|19.4505708||||||Delikatesy Centrum|
way|841632657|50.9065583|18.9326609|Kłobuck||42-100|Armii Krajowej||Delikatesy Centrum|Delikatesy Centrum
way|844259920|51.1051504|19.7891372||||||Delikatesy Centrum|
way|857785212|50.2640622|21.4651872|Mielec|283|39-300|Wojsławska||Delikatesy Centrum|Delikatesy Centrum
way|865148396|49.8084063|22.8309931||45b|37-710||Buszkowiczki|Delikatesy Centrum|Delikatesy Centrum
way|877682954|51.9579296|19.2757272|Ozorków||95-035|Konstytucji 3 Maja||Delikatesy Centrum|Delikatesy Centrum
way|880746094|52.6681533|19.8000355|Bielsk|27A|09-230|Płocka||Delikatesy Centrum|Delikatesy Centrum
way|883805436|49.6987467|21.4054395||||||Delikatesy Centrum|Delikatesy Centrum
way|887561256|52.4042794|19.1673832|Lubień Kujawski|3|87-840|1 Maja||Delikatesy Centrum|Delikatesy Centrum
way|888985061|52.6308588|19.9803945|Staroźreby|2|09-440|Mostowa||Delikatesy Centrum|Delikatesy Centrum
way|895347034|50.5902672|21.0046835|Szydłów||28-225|Kielecka||Delikatesy Centrum|Delikatesy Centrum
way|898038999|50.8663691|20.1967772|Bukowa|17|29-105|Kielecka||Delikatesy Centrum|
way|899233183|50.0042041|18.8734133|Radostowice|186|43-262|Pszczyńska||Delikatesy Centrum|Delikatesy Centrum
way|904472306|49.8253572|19.6381736||626|34-146||Stryszów|Delikatesy Centrum|Delikatesy Centrum
way|906274628|49.5530572|22.2282511||||||Delikatesy Centrum|
way|915892114|51.2455092|20.7687767||||||Delikatesy Centrum|Delikatesy Centrum
way|920141822|49.9182484|18.5301579|Gołkowice|245|44-341|1 Maja||Delikatesy Centrum|Delikatesy Centrum
way|920142138|50.0094663|20.9697020|Tarnów|25|33-100|Władysława Reymonta||Delikatesy Centrum|Delikatesy Centrum
way|929338872|50.0767447|22.7206042||||||Delikatesy Centrum|Delikatesy Centrum
way|930433201|53.0021971|15.2072567|Barlinek|5|74-320|Kombatantów||Delikatesy Centrum|Delikatesy Centrum
way|933019856|50.7000008|20.4530559||||||Delikatesy Centrum|Delikatesy Centrum
way|937523559|54.1438184|18.6037034|Sobowidz|11|83-033|Dworcowa||Delikatesy Centrum|
way|949846137|51.3608782|21.5753532||||||Delikatesy Centrum|Delikatesy Centrum
way|954771149|50.9313803|20.5658632||||||Delikatesy Centrum|
way|962000293|49.8013117|21.4323596||5a|38-213||Nawsie Kołaczyckie|Delikatesy Centrum|Delikatesy Centrum
way|964479455|49.6004927|20.6156396||259|33-386||Brzezna|Delikatesy Centrum|Delikatesy Centrum
way|965318965|51.0174914|21.2016908||||||Delikatesy Centrum|Delikatesy Centrum
way|994997254|50.4814332|20.7166940|Busko-Zdrój|69|28-100|Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
way|1000271717|49.8138979|20.6800732||||||Delikatesy Centrum|Delikatesy Centrum
way|1013160770|51.6026090|16.8249275||||||Delikatesy Centrum|Delikatesy Centrum
way|1015634723|50.6657597|18.4720515|Pludry|16A|46-375|Aleja Wyzwolenia||Delikatesy Centrum|
way|1016191732|52.0969159|21.1225920|Konstancin-Jeziorna|7/9|05-520|Świetlicowa||Delikatesy Centrum|Delikatesy Centrum
way|1052131491|51.9164949|22.4204034||159|21-400||Łazy|Delikatesy Centrum|Delikatesy Centrum
way|1062339190|52.8356281|15.8317705||||||Delikatesy Centrum|
